number,text,numberInSurah,surah_number,surah_name,englishName,englishNameTranslation,revelationType,UrduTranslation,UrduTafseer,EnglishTranslation,Englishtafseer,SindhiTranslation,SindhiTafseer,HindiTranslation,HindiTafseer,PushtoTransation,PushtoTafseer
5711,ذَٰلِكَ ٱلْيَوْمُ ٱلْحَقُّ ۖ فَمَن شَآءَ ٱتَّخَذَ إِلَىٰ رَبِّهِۦ مَـَٔابًا,39,78,سُورَةُ النَّبَإِ,An-Naba,The Announcement,Meccan,78-39- Urdu Translation: ,78-39- Urdu Tafseer: ,78-39- English Translation: ,78-39- English Tafseer: ,78-39- Sindhi Translation: ,78-39- Sindhi Tafseer:,78-39- Hindi Translation: ,78-39- Hindi Tafseer: ,78-39- Pushto Translation: ,78-39- Pushto Tafseer: 
5712,إِنَّآ أَنذَرْنَٰكُمْ عَذَابًۭا قَرِيبًۭا يَوْمَ يَنظُرُ ٱلْمَرْءُ مَا قَدَّمَتْ يَدَاهُ وَيَقُولُ ٱلْكَافِرُ يَٰلَيْتَنِى كُنتُ تُرَٰبًۢا,40,78,سُورَةُ النَّبَإِ,An-Naba,The Announcement,Meccan,78-40- Urdu Translation: ,78-40- Urdu Tafseer: ,78-40- English Translation: ,78-40- English Tafseer: ,78-40- Sindhi Translation: ,78-40- Sindhi Tafseer:,78-40- Hindi Translation: ,78-40- Hindi Tafseer: ,78-40- Pushto Translation: ,78-40- Pushto Tafseer: 
5713,بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ وَٱلنَّٰزِعَٰتِ غَرْقًۭا,1,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-1- Urdu Translation: ,79-1- Urdu Tafseer: ,79-1- English Translation: ,79-1- English Tafseer: ,79-1- Sindhi Translation: ,79-1- Sindhi Tafseer:,79-1- Hindi Translation: ,79-1- Hindi Tafseer: ,79-1- Pushto Translation: ,79-1- Pushto Tafseer: 
5714,وَٱلنَّٰشِطَٰتِ نَشْطًۭا,2,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-2- Urdu Translation: ,79-2- Urdu Tafseer: ,79-2- English Translation: ,79-2- English Tafseer: ,79-2- Sindhi Translation: ,79-2- Sindhi Tafseer:,79-2- Hindi Translation: ,79-2- Hindi Tafseer: ,79-2- Pushto Translation: ,79-2- Pushto Tafseer: 
5715,وَٱلسَّٰبِحَٰتِ سَبْحًۭا,3,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-3- Urdu Translation: ,79-3- Urdu Tafseer: ,79-3- English Translation: ,79-3- English Tafseer: ,79-3- Sindhi Translation: ,79-3- Sindhi Tafseer:,79-3- Hindi Translation: ,79-3- Hindi Tafseer: ,79-3- Pushto Translation: ,79-3- Pushto Tafseer: 
5716,فَٱلسَّٰبِقَٰتِ سَبْقًۭا,4,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-4- Urdu Translation: ,79-4- Urdu Tafseer: ,79-4- English Translation: ,79-4- English Tafseer: ,79-4- Sindhi Translation: ,79-4- Sindhi Tafseer:,79-4- Hindi Translation: ,79-4- Hindi Tafseer: ,79-4- Pushto Translation: ,79-4- Pushto Tafseer: 
5717,فَٱلْمُدَبِّرَٰتِ أَمْرًۭا,5,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-5- Urdu Translation: ,79-5- Urdu Tafseer: ,79-5- English Translation: ,79-5- English Tafseer: ,79-5- Sindhi Translation: ,79-5- Sindhi Tafseer:,79-5- Hindi Translation: ,79-5- Hindi Tafseer: ,79-5- Pushto Translation: ,79-5- Pushto Tafseer: 
5718,يَوْمَ تَرْجُفُ ٱلرَّاجِفَةُ,6,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-6- Urdu Translation: ,79-6- Urdu Tafseer: ,79-6- English Translation: ,79-6- English Tafseer: ,79-6- Sindhi Translation: ,79-6- Sindhi Tafseer:,79-6- Hindi Translation: ,79-6- Hindi Tafseer: ,79-6- Pushto Translation: ,79-6- Pushto Tafseer: 
5719,تَتْبَعُهَا ٱلرَّادِفَةُ,7,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-7- Urdu Translation: ,79-7- Urdu Tafseer: ,79-7- English Translation: ,79-7- English Tafseer: ,79-7- Sindhi Translation: ,79-7- Sindhi Tafseer:,79-7- Hindi Translation: ,79-7- Hindi Tafseer: ,79-7- Pushto Translation: ,79-7- Pushto Tafseer: 
5720,قُلُوبٌۭ يَوْمَئِذٍۢ وَاجِفَةٌ,8,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-8- Urdu Translation: ,79-8- Urdu Tafseer: ,79-8- English Translation: ,79-8- English Tafseer: ,79-8- Sindhi Translation: ,79-8- Sindhi Tafseer:,79-8- Hindi Translation: ,79-8- Hindi Tafseer: ,79-8- Pushto Translation: ,79-8- Pushto Tafseer: 
5721,أَبْصَٰرُهَا خَٰشِعَةٌۭ,9,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-9- Urdu Translation: ,79-9- Urdu Tafseer: ,79-9- English Translation: ,79-9- English Tafseer: ,79-9- Sindhi Translation: ,79-9- Sindhi Tafseer:,79-9- Hindi Translation: ,79-9- Hindi Tafseer: ,79-9- Pushto Translation: ,79-9- Pushto Tafseer: 
5722,يَقُولُونَ أَءِنَّا لَمَرْدُودُونَ فِى ٱلْحَافِرَةِ,10,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-10- Urdu Translation: ,79-10- Urdu Tafseer: ,79-10- English Translation: ,79-10- English Tafseer: ,79-10- Sindhi Translation: ,79-10- Sindhi Tafseer:,79-10- Hindi Translation: ,79-10- Hindi Tafseer: ,79-10- Pushto Translation: ,79-10- Pushto Tafseer: 
5723,أَءِذَا كُنَّا عِظَٰمًۭا نَّخِرَةًۭ,11,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-11- Urdu Translation: ,79-11- Urdu Tafseer: ,79-11- English Translation: ,79-11- English Tafseer: ,79-11- Sindhi Translation: ,79-11- Sindhi Tafseer:,79-11- Hindi Translation: ,79-11- Hindi Tafseer: ,79-11- Pushto Translation: ,79-11- Pushto Tafseer: 
5724,قَالُوا۟ تِلْكَ إِذًۭا كَرَّةٌ خَاسِرَةٌۭ,12,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-12- Urdu Translation: ,79-12- Urdu Tafseer: ,79-12- English Translation: ,79-12- English Tafseer: ,79-12- Sindhi Translation: ,79-12- Sindhi Tafseer:,79-12- Hindi Translation: ,79-12- Hindi Tafseer: ,79-12- Pushto Translation: ,79-12- Pushto Tafseer: 
5725,فَإِنَّمَا هِىَ زَجْرَةٌۭ وَٰحِدَةٌۭ,13,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-13- Urdu Translation: ,79-13- Urdu Tafseer: ,79-13- English Translation: ,79-13- English Tafseer: ,79-13- Sindhi Translation: ,79-13- Sindhi Tafseer:,79-13- Hindi Translation: ,79-13- Hindi Tafseer: ,79-13- Pushto Translation: ,79-13- Pushto Tafseer: 
5726,فَإِذَا هُم بِٱلسَّاهِرَةِ,14,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-14- Urdu Translation: ,79-14- Urdu Tafseer: ,79-14- English Translation: ,79-14- English Tafseer: ,79-14- Sindhi Translation: ,79-14- Sindhi Tafseer:,79-14- Hindi Translation: ,79-14- Hindi Tafseer: ,79-14- Pushto Translation: ,79-14- Pushto Tafseer: 
5727,هَلْ أَتَىٰكَ حَدِيثُ مُوسَىٰٓ,15,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-15- Urdu Translation: ,79-15- Urdu Tafseer: ,79-15- English Translation: ,79-15- English Tafseer: ,79-15- Sindhi Translation: ,79-15- Sindhi Tafseer:,79-15- Hindi Translation: ,79-15- Hindi Tafseer: ,79-15- Pushto Translation: ,79-15- Pushto Tafseer: 
5728,إِذْ نَادَىٰهُ رَبُّهُۥ بِٱلْوَادِ ٱلْمُقَدَّسِ طُوًى,16,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-16- Urdu Translation: ,79-16- Urdu Tafseer: ,79-16- English Translation: ,79-16- English Tafseer: ,79-16- Sindhi Translation: ,79-16- Sindhi Tafseer:,79-16- Hindi Translation: ,79-16- Hindi Tafseer: ,79-16- Pushto Translation: ,79-16- Pushto Tafseer: 
5729,ٱذْهَبْ إِلَىٰ فِرْعَوْنَ إِنَّهُۥ طَغَىٰ,17,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-17- Urdu Translation: ,79-17- Urdu Tafseer: ,79-17- English Translation: ,79-17- English Tafseer: ,79-17- Sindhi Translation: ,79-17- Sindhi Tafseer:,79-17- Hindi Translation: ,79-17- Hindi Tafseer: ,79-17- Pushto Translation: ,79-17- Pushto Tafseer: 
5730,فَقُلْ هَل لَّكَ إِلَىٰٓ أَن تَزَكَّىٰ,18,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-18- Urdu Translation: ,79-18- Urdu Tafseer: ,79-18- English Translation: ,79-18- English Tafseer: ,79-18- Sindhi Translation: ,79-18- Sindhi Tafseer:,79-18- Hindi Translation: ,79-18- Hindi Tafseer: ,79-18- Pushto Translation: ,79-18- Pushto Tafseer: 
5731,وَأَهْدِيَكَ إِلَىٰ رَبِّكَ فَتَخْشَىٰ,19,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-19- Urdu Translation: ,79-19- Urdu Tafseer: ,79-19- English Translation: ,79-19- English Tafseer: ,79-19- Sindhi Translation: ,79-19- Sindhi Tafseer:,79-19- Hindi Translation: ,79-19- Hindi Tafseer: ,79-19- Pushto Translation: ,79-19- Pushto Tafseer: 
5732,فَأَرَىٰهُ ٱلْءَايَةَ ٱلْكُبْرَىٰ,20,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-20- Urdu Translation: ,79-20- Urdu Tafseer: ,79-20- English Translation: ,79-20- English Tafseer: ,79-20- Sindhi Translation: ,79-20- Sindhi Tafseer:,79-20- Hindi Translation: ,79-20- Hindi Tafseer: ,79-20- Pushto Translation: ,79-20- Pushto Tafseer: 
5733,فَكَذَّبَ وَعَصَىٰ,21,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-21- Urdu Translation: ,79-21- Urdu Tafseer: ,79-21- English Translation: ,79-21- English Tafseer: ,79-21- Sindhi Translation: ,79-21- Sindhi Tafseer:,79-21- Hindi Translation: ,79-21- Hindi Tafseer: ,79-21- Pushto Translation: ,79-21- Pushto Tafseer: 
5734,ثُمَّ أَدْبَرَ يَسْعَىٰ,22,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-22- Urdu Translation: ,79-22- Urdu Tafseer: ,79-22- English Translation: ,79-22- English Tafseer: ,79-22- Sindhi Translation: ,79-22- Sindhi Tafseer:,79-22- Hindi Translation: ,79-22- Hindi Tafseer: ,79-22- Pushto Translation: ,79-22- Pushto Tafseer: 
5735,فَحَشَرَ فَنَادَىٰ,23,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-23- Urdu Translation: ,79-23- Urdu Tafseer: ,79-23- English Translation: ,79-23- English Tafseer: ,79-23- Sindhi Translation: ,79-23- Sindhi Tafseer:,79-23- Hindi Translation: ,79-23- Hindi Tafseer: ,79-23- Pushto Translation: ,79-23- Pushto Tafseer: 
5736,فَقَالَ أَنَا۠ رَبُّكُمُ ٱلْأَعْلَىٰ,24,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-24- Urdu Translation: ,79-24- Urdu Tafseer: ,79-24- English Translation: ,79-24- English Tafseer: ,79-24- Sindhi Translation: ,79-24- Sindhi Tafseer:,79-24- Hindi Translation: ,79-24- Hindi Tafseer: ,79-24- Pushto Translation: ,79-24- Pushto Tafseer: 
5737,فَأَخَذَهُ ٱللَّهُ نَكَالَ ٱلْءَاخِرَةِ وَٱلْأُولَىٰٓ,25,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-25- Urdu Translation: ,79-25- Urdu Tafseer: ,79-25- English Translation: ,79-25- English Tafseer: ,79-25- Sindhi Translation: ,79-25- Sindhi Tafseer:,79-25- Hindi Translation: ,79-25- Hindi Tafseer: ,79-25- Pushto Translation: ,79-25- Pushto Tafseer: 
5738,إِنَّ فِى ذَٰلِكَ لَعِبْرَةًۭ لِّمَن يَخْشَىٰٓ,26,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-26- Urdu Translation: ,79-26- Urdu Tafseer: ,79-26- English Translation: ,79-26- English Tafseer: ,79-26- Sindhi Translation: ,79-26- Sindhi Tafseer:,79-26- Hindi Translation: ,79-26- Hindi Tafseer: ,79-26- Pushto Translation: ,79-26- Pushto Tafseer: 
5739,ءَأَنتُمْ أَشَدُّ خَلْقًا أَمِ ٱلسَّمَآءُ ۚ بَنَىٰهَا,27,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-27- Urdu Translation: ,79-27- Urdu Tafseer: ,79-27- English Translation: ,79-27- English Tafseer: ,79-27- Sindhi Translation: ,79-27- Sindhi Tafseer:,79-27- Hindi Translation: ,79-27- Hindi Tafseer: ,79-27- Pushto Translation: ,79-27- Pushto Tafseer: 
5740,رَفَعَ سَمْكَهَا فَسَوَّىٰهَا,28,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-28- Urdu Translation: ,79-28- Urdu Tafseer: ,79-28- English Translation: ,79-28- English Tafseer: ,79-28- Sindhi Translation: ,79-28- Sindhi Tafseer:,79-28- Hindi Translation: ,79-28- Hindi Tafseer: ,79-28- Pushto Translation: ,79-28- Pushto Tafseer: 
5741,وَأَغْطَشَ لَيْلَهَا وَأَخْرَجَ ضُحَىٰهَا,29,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-29- Urdu Translation: ,79-29- Urdu Tafseer: ,79-29- English Translation: ,79-29- English Tafseer: ,79-29- Sindhi Translation: ,79-29- Sindhi Tafseer:,79-29- Hindi Translation: ,79-29- Hindi Tafseer: ,79-29- Pushto Translation: ,79-29- Pushto Tafseer: 
5742,وَٱلْأَرْضَ بَعْدَ ذَٰلِكَ دَحَىٰهَآ,30,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-30- Urdu Translation: ,79-30- Urdu Tafseer: ,79-30- English Translation: ,79-30- English Tafseer: ,79-30- Sindhi Translation: ,79-30- Sindhi Tafseer:,79-30- Hindi Translation: ,79-30- Hindi Tafseer: ,79-30- Pushto Translation: ,79-30- Pushto Tafseer: 
5743,أَخْرَجَ مِنْهَا مَآءَهَا وَمَرْعَىٰهَا,31,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-31- Urdu Translation: ,79-31- Urdu Tafseer: ,79-31- English Translation: ,79-31- English Tafseer: ,79-31- Sindhi Translation: ,79-31- Sindhi Tafseer:,79-31- Hindi Translation: ,79-31- Hindi Tafseer: ,79-31- Pushto Translation: ,79-31- Pushto Tafseer: 
5744,وَٱلْجِبَالَ أَرْسَىٰهَا,32,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-32- Urdu Translation: ,79-32- Urdu Tafseer: ,79-32- English Translation: ,79-32- English Tafseer: ,79-32- Sindhi Translation: ,79-32- Sindhi Tafseer:,79-32- Hindi Translation: ,79-32- Hindi Tafseer: ,79-32- Pushto Translation: ,79-32- Pushto Tafseer: 
5745,مَتَٰعًۭا لَّكُمْ وَلِأَنْعَٰمِكُمْ,33,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-33- Urdu Translation: ,79-33- Urdu Tafseer: ,79-33- English Translation: ,79-33- English Tafseer: ,79-33- Sindhi Translation: ,79-33- Sindhi Tafseer:,79-33- Hindi Translation: ,79-33- Hindi Tafseer: ,79-33- Pushto Translation: ,79-33- Pushto Tafseer: 
5746,فَإِذَا جَآءَتِ ٱلطَّآمَّةُ ٱلْكُبْرَىٰ,34,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-34- Urdu Translation: ,79-34- Urdu Tafseer: ,79-34- English Translation: ,79-34- English Tafseer: ,79-34- Sindhi Translation: ,79-34- Sindhi Tafseer:,79-34- Hindi Translation: ,79-34- Hindi Tafseer: ,79-34- Pushto Translation: ,79-34- Pushto Tafseer: 
5747,يَوْمَ يَتَذَكَّرُ ٱلْإِنسَٰنُ مَا سَعَىٰ,35,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-35- Urdu Translation: ,79-35- Urdu Tafseer: ,79-35- English Translation: ,79-35- English Tafseer: ,79-35- Sindhi Translation: ,79-35- Sindhi Tafseer:,79-35- Hindi Translation: ,79-35- Hindi Tafseer: ,79-35- Pushto Translation: ,79-35- Pushto Tafseer: 
5748,وَبُرِّزَتِ ٱلْجَحِيمُ لِمَن يَرَىٰ,36,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-36- Urdu Translation: ,79-36- Urdu Tafseer: ,79-36- English Translation: ,79-36- English Tafseer: ,79-36- Sindhi Translation: ,79-36- Sindhi Tafseer:,79-36- Hindi Translation: ,79-36- Hindi Tafseer: ,79-36- Pushto Translation: ,79-36- Pushto Tafseer: 
5749,فَأَمَّا مَن طَغَىٰ,37,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-37- Urdu Translation: ,79-37- Urdu Tafseer: ,79-37- English Translation: ,79-37- English Tafseer: ,79-37- Sindhi Translation: ,79-37- Sindhi Tafseer:,79-37- Hindi Translation: ,79-37- Hindi Tafseer: ,79-37- Pushto Translation: ,79-37- Pushto Tafseer: 
5750,وَءَاثَرَ ٱلْحَيَوٰةَ ٱلدُّنْيَا,38,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-38- Urdu Translation: ,79-38- Urdu Tafseer: ,79-38- English Translation: ,79-38- English Tafseer: ,79-38- Sindhi Translation: ,79-38- Sindhi Tafseer:,79-38- Hindi Translation: ,79-38- Hindi Tafseer: ,79-38- Pushto Translation: ,79-38- Pushto Tafseer: 
5751,فَإِنَّ ٱلْجَحِيمَ هِىَ ٱلْمَأْوَىٰ,39,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-39- Urdu Translation: ,79-39- Urdu Tafseer: ,79-39- English Translation: ,79-39- English Tafseer: ,79-39- Sindhi Translation: ,79-39- Sindhi Tafseer:,79-39- Hindi Translation: ,79-39- Hindi Tafseer: ,79-39- Pushto Translation: ,79-39- Pushto Tafseer: 
5752,وَأَمَّا مَنْ خَافَ مَقَامَ رَبِّهِۦ وَنَهَى ٱلنَّفْسَ عَنِ ٱلْهَوَىٰ,40,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-40- Urdu Translation: ,79-40- Urdu Tafseer: ,79-40- English Translation: ,79-40- English Tafseer: ,79-40- Sindhi Translation: ,79-40- Sindhi Tafseer:,79-40- Hindi Translation: ,79-40- Hindi Tafseer: ,79-40- Pushto Translation: ,79-40- Pushto Tafseer: 
5753,فَإِنَّ ٱلْجَنَّةَ هِىَ ٱلْمَأْوَىٰ,41,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-41- Urdu Translation: ,79-41- Urdu Tafseer: ,79-41- English Translation: ,79-41- English Tafseer: ,79-41- Sindhi Translation: ,79-41- Sindhi Tafseer:,79-41- Hindi Translation: ,79-41- Hindi Tafseer: ,79-41- Pushto Translation: ,79-41- Pushto Tafseer: 
5754,يَسْـَٔلُونَكَ عَنِ ٱلسَّاعَةِ أَيَّانَ مُرْسَىٰهَا,42,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-42- Urdu Translation: ,79-42- Urdu Tafseer: ,79-42- English Translation: ,79-42- English Tafseer: ,79-42- Sindhi Translation: ,79-42- Sindhi Tafseer:,79-42- Hindi Translation: ,79-42- Hindi Tafseer: ,79-42- Pushto Translation: ,79-42- Pushto Tafseer: 
5755,فِيمَ أَنتَ مِن ذِكْرَىٰهَآ,43,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-43- Urdu Translation: ,79-43- Urdu Tafseer: ,79-43- English Translation: ,79-43- English Tafseer: ,79-43- Sindhi Translation: ,79-43- Sindhi Tafseer:,79-43- Hindi Translation: ,79-43- Hindi Tafseer: ,79-43- Pushto Translation: ,79-43- Pushto Tafseer: 
5756,إِلَىٰ رَبِّكَ مُنتَهَىٰهَآ,44,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-44- Urdu Translation: ,79-44- Urdu Tafseer: ,79-44- English Translation: ,79-44- English Tafseer: ,79-44- Sindhi Translation: ,79-44- Sindhi Tafseer:,79-44- Hindi Translation: ,79-44- Hindi Tafseer: ,79-44- Pushto Translation: ,79-44- Pushto Tafseer: 
5757,إِنَّمَآ أَنتَ مُنذِرُ مَن يَخْشَىٰهَا,45,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-45- Urdu Translation: ,79-45- Urdu Tafseer: ,79-45- English Translation: ,79-45- English Tafseer: ,79-45- Sindhi Translation: ,79-45- Sindhi Tafseer:,79-45- Hindi Translation: ,79-45- Hindi Tafseer: ,79-45- Pushto Translation: ,79-45- Pushto Tafseer: 
5758,كَأَنَّهُمْ يَوْمَ يَرَوْنَهَا لَمْ يَلْبَثُوٓا۟ إِلَّا عَشِيَّةً أَوْ ضُحَىٰهَا,46,79,سُورَةُ النَّازِعَاتِ,An-Naazi'aat,Those who drag forth,Meccan,79-46- Urdu Translation: ,79-46- Urdu Tafseer: ,79-46- English Translation: ,79-46- English Tafseer: ,79-46- Sindhi Translation: ,79-46- Sindhi Tafseer:,79-46- Hindi Translation: ,79-46- Hindi Tafseer: ,79-46- Pushto Translation: ,79-46- Pushto Tafseer: 
